uuid,Void/Retire,name,description,location
dcaf3544-7f2f-4801-a842-e945bdf2825a,,Kireka Main Cash Point,Main cash point for Kireka Adventist Health Centre,f47ac10b-58cc-4372-a567-0e02b2c3d479
