Uuid,Void/Retire,Name,Description,Parent,Tag|Login Location,Tag|Visit Location,Tag|Facility Location,Tag|Queue Location,Tag|Admission Location,Tag|Appointment Location,Tag|Transfer Location,Address 1,Address 2,Address 3,Address 4,Address 5,Address 6,City/Village,County/District,State/Province,Postal Code,Country,_order:2000
f47ac10b-58cc-4372-a567-0e02b2c3d479,,Kireka Adventist Health Centre,Kireka Adventist Health Centre,,,TRUE,,,,,,,,,,,,,,,,,
